,Emotion,Text
28260,joy,Grocery shopping listening   latest project inspired impromptu dance party
28261,joy,fans great   like Philadelphia 
28262,joy,cheese slices toast melted grill beans scrambled egg
28263,joy,Research project presentation day Whyd pick Monday
28264,anger,Anger makes clear mind clouded
28265,fear,dont know let again repeat greater fear shot #Rough
28266,anger,found good friend roommate pay phone bill electric bill like promised let down
28267,joy,Apparently pain swelling gone now painkillers take steroids
28268,joy,True happiness involves use ones power talents ~John Gardner RT      
28269,joy,  lol U timmah today Reunion today2pm Prob kick after Ive got wog function tonight
28270,sad,super disappointed pass horse trailer theres horses it:(
28271,anger,furious Mr Clarke break news holding Press conference 
28272,sad,  amazes man/wife adopt think sex lives gay couple headline
28273,sad,Woow week tonight all soo great Love friends especially   miss every1 (:
28274,joy,cleaned room time july brothers room listen play computer games night
28275,sad,death close relative
28276,anger,juniors dormitory school started complain lot noise duties assigned prefect classmate cool dull
28277,fear,Harry little worried water supply diminishing rapidly pleased Lucy enjoying 
28278,fear,#LORD fell kingdoms lands #Judah war Jehoshaphat
28279,fear,close travelling car delayed
28280,anger,Oh  terrible situation  traffic unbearable 
28281,joy,#Peace #Patience #Kindness #Goodness #Faithfulness #Gentleness #SelfControl // Keeping real
28282,anger,read newspaper Student Lodging Fund going build new appartments refugees (in opinion states affair) fractoin students find appartment
28283,joy,sleep nightand rime class
28285,joy,Fleet Foxes+ Kanye tickets sorted Christmas holidaysFuture music Bon iver tickets sorted work holiday Perth year
28286,joy,Spending days online chat battlefield tech support Help Adeep
28287,joy,Elf time Cosied tv proofreading
28288,anger,ugh cant listen fucking ipod
28289,joy,succeeded achieving scholarship strived hard period financial personal physical stress
28290,joy,ice soon thick skating  fond winter sports 
28292,anger,unfair 
28293,anger,bit work group assignment task work
28294,sad,got iphone tweet like half to
28295,sad,Home RW bad home na agad #dilangikawmaykarapatanpumarty
28296,sad,training Australian championship competition year injuring 2 weeks competiotion
28297,joy,Brutal night  going cranky tomorrow
28298,anger,social evening father brother sister close friend fathers 2nd wife  argument father abused friend sticking me
28299,sad,girlfriend let badly 3 times week instances summed negative aspects relationship time doomed fail
28300,joy,  feel good ALL Passed shower #nbd
28301,joy,  calls super hyper waking
28302,sad,want know  Physics gives headache 
28303,sad,seen Frankii mad long
28304,anger,Walked tutorial downpoor mental winds lecturer turn up
28305,fear, eerie feeling looking buy game makes hesitate corners Id recommend
28306,anger,NCIS love you cut commercials time cool happen
28307,sad,Lost fog uncertainty
28308,joy,finished English controlled assessment
28309,joy,Power station today
28310,sad,think short time live relate periods life think use short time
28311,joy,stumbling repetition masked growing delight basic error 
28312,sad,Im going miss staring angrily     hallways week
28313,anger,friends tried discriminate friendship certain friends thought improper
28315,fear,testing new roller skates street suddenly dog ran barking direction threatening startled terribly upset
28316,fear,          Cummins/Cutting lead attack 10 years  Ambrose/Walsh
28317,sad,cousin keeps telling education past high school sham bad cant spell argument correctly
28318,joy, yes  colleagues different departments helped  supportive  consulted economic expert week  kind valuable suggestions 
28319,fear,Today tells u do tell u do Act #COURAGE wonderful day
28320,fear,midnight working office phone suddenly rang
28322,joy,  Educating Exceptional Students: Content Knowledge Elementary Education: Curriculum Assessment Content
28324,fear,People rarely cos lazy time have Solution: embrace #vacuum #unifiedfield
28325,joy,  follow twitter Bc instead texting meamp talking things out tweet me
28326,sad,lossfeeling different emotions #anger #confusion #helplessness #RIPhalfbaked left life soon
28328,fear,face registered dismay tell Peter happened  gave narrow smile 
28329,anger,accused misdemeanour unjustly
28330,anger,angry Bernard gone 
28331,fear,Eyewitnesses told horror shrapnel rained shoppers devices placed castlitter bins yards apart 
28332,joy,nephew  looks lot like  mum  
28333,joy,Ive given speech thousand people 
28335,sad,learnt close friend going immigrate
28336,joy,received letter friend missing
28337,fear,feel fear feeling strong year husband unexpectedly sent hospital
28338,anger,colliding car blame
28339,anger,Finding girls nice class leader order neuropsychology lectures (English ones)
28340,sad,ll use locker airport trailed despondent sigh 
28341,fear,  wat happened sat nitecant rem much party
28343,sad,  know :( Im sad :( waved goodbye 10 :L better fucking accept friend request :L
28344,fear,fear losing husband
28345,anger,comes growing Irish annoyance continued failure British ensure RUC accompanies UDR operations 
28346,fear,it conquered nerves  THANK   learning song #AsISang lol preciate :)
28348,fear,“  ability tune sound focus universal voice #love”
28349,joy,
28350,joy,  yess maam games practice timee
28351,joy,disappointed sore gonna long day work tmrw starting 8 am
28352,joy,Mother daughter bonding day
28353,fear,  realist song him Way explicit fakes #RS
28354,joy,Great Wendys line good min realized purse home
28355,fear,  wanna mess upbut doubt McGill good school wanna live Montreal lol
28356,joy,watch walk future hope tears eyes
28357,sad,Walking uni heavy heart
28358,joy,Strawberry sorbet bubble bath shall smell delightful slumber
28359,fear,PUIS  Ils ont verrouillés les PC et sont partis en mode total nous disant quon avait juste le droit dêtre là  x)
28360,sad,Watching old lady running street catch bus miss it reminded mother dreadful situation
28362,sad,Squeezed like despondent sardines  looked huddling warmth 
28363,joy,Met amazing people weekly meditation tonight received unexpected gift teacher
28364,joy,Thank  
28365,joy,quotPeople like youmake easy walk awayquot division
28366,joy,man going gave special present
28367,joy,sounds like good idea  Ill try 
28368,anger,thief broke house stole valuable goods
28369,joy,Julia s questions line defence lawyers taking acute asked David  filled relieved delight 
28370,sad,  basically were settling fact hes going to
28372,joy,Travellers jetlag sense learn live  find progressively irksome initial excitement travel begins wear thin 
28373,sad,moment u ur timeline amp hit refresh amp ur like quotdang aint readquot RT ya know feeling lol :)
28374,fear,walking park night dark late began hear foot steps us find way out
28376,joy,Matthew 6:33: quot BUT Seek ye KINGDOM GOD amp Righteousness  amp THINGS added unto  quot #ACRONYMS
28377,joy,1st track practice today
28378,sad,felt sad friend failed final exam accepted institution learning
28379,anger,certain boy went saying girlfriend wrote insulting letter called names
28380,sad,OMG you says quot  care football College NFL quot
28381,joy,moment follower cheer
28382,fear,probably realise closest death   #DIZZY
28383,anger,got bad cold father said crazy motorbike temperatures answered care cold said care leave (it second time said like that)
28384,joy,:o music Ive waiting soooo long lolol thought away :)
28385,anger,shows annoyance intimidating facial expression  backed sparse selection adjectival punctuation invariably  f  word  uses considerable effect 
28386,fear,☑ RT   afraid tomorrow seen yesterday love today #less
28387,joy,sounds like fun 
28388,fear,prepared exam wanted sleep night exam
28389,joy,headed Arbutus Methodist Church watch girls dance amp hear choir sing
28390,joy,Doctors office  Waiting hour
28391,sad,Feel Bad Today :( Desperate Need Hug
28392,joy,walk school mum amp sister pretending interested Level shit hours
28393,fear,affect reasoning brave men lose #courage time injured exhausted
28394,sad,Bed time Oh wait phone call
28395,sad,desolate Chip 
28396,anger,Recently good friend called needed something said \please\ \thank you\ kind word
28397,joy,  Awh stop making want come hospital amp see send pic
28398,sad,Gianlt monkeyfree drinksbachatasalsahip hopfist pumpinand cabsif long walk home
28399,joy,Looks like Ill stranded airport land Newark
28400,sad,Cest officiel : La moustache ne va pas
28401,joy,Long day work school tomorrow
28402,joy,Thats exactly want  thank 
28403,anger,felt treated unjustly teacher
28404,joy,Christmas got know girl relationship consolidate holiday big surprise carefully handmade present her  relationship grew closer
28405,anger,boyfriend dance graduation night thought dance friends friendly
28406,anger,trousers zipper open public wedding
28407,fear,know book 2 anxiety fear amp depression Thank amp God bless #depression
28408,fear,doubt ideas causing great disquiet Branch Management Staff 
28409,anger,Tonight  Hadley s victims described anger  relief d found guilty 
28410,joy,  tears pure satisfaction day Hahahah
28411,joy,convent garden nice glass rose
28412,sad,Woke finish paper effect grade turn
28413,joy,da month sleeping schedule gets fucked culminatings amp exam studying 8)
28415,joy,feeling prayers answered hear person longer hear from
28416,sad,Cant tell bad feel right quitting smoking :(
28417,fear,quot  afraid tomorrow seen yesterday love today #lessquot
28418,joy,cant wear skirt tomorrow high going 52º
28419,joy,right  love 
28420,anger,yarning  bored 
28421,anger,Whoops tweeted that YES TWITTER IK WANTED TWEET AGAIN
28422,fear,Zimbabwes citizens afraid talk Mugabi camera
28423,joy,im heading bed early art history final
28424,joy,horoscope said id money coming way today looks like truee #fact
28425,anger,said boyfriend disagreed with walked away discussing bothered him angry treating way Yesterday November 14
28426,fear,important truth voters spirits  dismay recent economic political errors  forgetting immense Tory achievements preceded  risk 
28427,anger,family told leave willing accept conditions imposed me
28429,anger,☁ ANGRY MAN E F E Battle Life ~Samurai Maxim #Creativator
28430,fear,  people #blacksheep #scared shadows lurks darkness mystery
28431,joy,praying  LOLOOoo DONT STOP  praying keeps Happy  happy =  dont let ole devil drag u #JOYY
28432,joy,Lazy glistening Sunday afternoon Mass tonight Eucharistic Shrine
28433,sad,Fuck man great bites dust RIP Patrice ONeal  
